Name,Company,Platoon,Section
Blue Davis,Danger,3,3
David Jones,Alpha,2,3
James Smith,Danger,2,1
Patricia Smith,Danger,1,2
David Garcia,Bravo,3,3
James Jones,Bravo,2,2
David Johnson,Alpha,3,2
Robert Williams,Bravo,2,2
Mary Brown,Chali,2,1
David Johnson,Alpha,1,3
Alice Smith,Alpha,3,1
Robert Smith,Bravo,1,3
Blue Francis,Chali,1,3
Mary Williams,Chali,1,2
Blue Brown,Alpha,1,3
Robert Rodriguez,Bravo,1,2
John Smith,Alpha,2,2
Blue Garcia,Chali,3,3
John Francis,Danger,1,2
James Smith,Chali,1,2
Robert Miller,Alpha,3,3
Alice Smith,Chali,2,3
Blue Brown,Danger,3,3
Patricia Johnson,Chali,3,2
Robert Williams,Bravo,2,1
Alice Smith,Alpha,3,3
Robert Garcia,Danger,3,1
David Jones,Danger,1,2
Mary Johnson,Alpha,1,2
Michael Jones,Bravo,2,3
John Garcia,Danger,3,3
John Garcia,Bravo,2,1
Blue Jones,Chali,1,1
Blue Francis,Chali,2,2
John Williams,Danger,2,2
Linda Davis,Danger,3,2
Robert Miller,Danger,3,1
James Williams,Danger,3,1
John Jones,Chali,3,2
Alice Davis,Chali,2,1
Blue Smith,Alpha,2,2
Mary Smith,Chali,2,2
Mary Jones,Chali,2,1
Mary Miller,Bravo,3,3
Alice Williams,Alpha,3,1
Mary Jones,Danger,3,3
Linda Davis,Bravo,3,1
Alice Jones,Chali,3,2
Alice Smith,Bravo,3,1
Robert Williams,Bravo,1,2
Mary Smith,Chali,1,1
Michael Davis,Bravo,3,1
Alice Jones,Bravo,3,1
John Francis,Chali,3,1
Michael Francis,Danger,1,3
Michael Jones,Danger,3,2
Blue Johnson,Bravo,1,2
Robert Jones,Alpha,2,2
Robert Jones,Alpha,3,1
James Jones,Bravo,3,1
Michael Rodriguez,Alpha,1,2
Blue Smith,Chali,3,2
Mary Rodriguez,Chali,1,1
David Brown,Bravo,3,2
Patricia Davis,Bravo,1,2
James Garcia,Bravo,2,3
Linda Brown,Chali,3,2
Michael Garcia,Alpha,2,1
David Jones,Chali,2,1
Blue Miller,Alpha,2,1
Mary Brown,Chali,1,1
James Miller,Danger,2,3
Robert Francis,Alpha,1,2
Linda Jones,Chali,3,1
Linda Garcia,Danger,1,3
Michael Rodriguez,Chali,3,1
Michael Williams,Bravo,3,1
John Miller,Danger,1,3
David Davis,Bravo,3,2
Mary Garcia,Bravo,2,3
David Francis,Chali,2,2
Robert Miller,Danger,3,3
David Williams,Chali,3,3
John Williams,Bravo,2,1
Patricia Francis,Danger,1,3
Patricia Smith,Chali,1,1
Mary Francis,Alpha,3,1
James Smith,Bravo,3,2
Mary Johnson,Danger,1,2
Patricia Brown,Danger,3,3
Alice Davis,Alpha,3,3
Linda Francis,Danger,1,1
Alice Rodriguez,Bravo,3,3
Patricia Jones,Danger,2,3
Alice Smith,Alpha,2,1
Alice Davis,Chali,3,3
Michael Williams,Danger,1,1
James Jones,Bravo,1,1
David Rodriguez,Chali,3,3
John Smith,Danger,3,2
Linda Brown,Chali,2,1
Robert Johnson,Chali,2,2
Linda Jones,Chali,3,2
Linda Smith,Alpha,2,1
Blue Rodriguez,Danger,2,2
Linda Brown,Danger,2,2
Patricia Miller,Bravo,2,3
Patricia Rodriguez,Bravo,3,1
Michael Davis,Danger,3,2
Mary Brown,Alpha,3,2
Robert Francis,Alpha,2,3
Patricia Rodriguez,Bravo,2,1
David Davis,Bravo,3,3
Robert Francis,Bravo,3,1
David Miller,Alpha,1,1
Robert Davis,Danger,2,2
Robert Miller,Danger,1,3
James Rodriguez,Danger,2,3
Alice Brown,Alpha,1,3
James Smith,Chali,2,1
Blue Johnson,Danger,1,2
Alice Smith,Chali,1,2
Blue Brown,Chali,3,1
David Jones,Bravo,1,3
Michael Garcia,Chali,2,2
James Johnson,Alpha,3,3
Michael Williams,Bravo,3,2
James Johnson,Chali,3,3
John Johnson,Alpha,3,3
Michael Brown,Bravo,3,2
John Smith,Alpha,2,1
David Jones,Chali,3,1
Robert Miller,Bravo,3,1
James Garcia,Alpha,2,2
James Francis,Alpha,1,1
John Davis,Bravo,2,3
Michael Miller,Chali,3,2
James Garcia,Bravo,2,3
Mary Miller,Bravo,3,2
John Brown,Bravo,1,1
James Garcia,Alpha,2,3
James Smith,Bravo,2,2
Blue Johnson,Alpha,1,2
Patricia Jones,Danger,2,3
John Davis,Bravo,3,2
James Francis,Chali,1,2
Linda Miller,Chali,3,3
Robert Miller,Bravo,3,1
Patricia Miller,Bravo,3,1
John Garcia,Danger,1,1
James Johnson,Alpha,2,2
Linda Johnson,Chali,2,3
Patricia Rodriguez,Alpha,2,1
John Williams,Chali,3,2
Robert Jones,Danger,3,1
Linda Jones,Chali,2,1
Linda Smith,Alpha,2,3
Alice Miller,Bravo,2,1
Blue Brown,Danger,3,3
Robert Brown,Bravo,1,2
Patricia Miller,Bravo,3,1
Michael Williams,Chali,3,1
John Francis,Bravo,3,2
Alice Johnson,Chali,3,3
Patricia Garcia,Bravo,2,2
John Rodriguez,Alpha,1,2
Robert Smith,Chali,3,1
David Williams,Chali,3,2
David Rodriguez,Alpha,1,2
Michael Brown,Bravo,1,2
Blue Johnson,Alpha,3,3
Patricia Brown,Chali,2,3
Patricia Davis,Danger,3,2
Linda Smith,Chali,1,1
Alice Francis,Bravo,2,3
Alice Johnson,Bravo,2,1
David Francis,Chali,3,1
Michael Smith,Alpha,2,2
Blue Williams,Danger,2,2
David Rodriguez,Bravo,1,3
Patricia Brown,Alpha,1,2
Alice Brown,Bravo,1,2
Michael Williams,Bravo,2,2
Michael Miller,Chali,1,3
Alice Miller,Alpha,3,2
John Francis,Danger,1,2
Michael Francis,Bravo,3,2
Robert Smith,Chali,3,1
Linda Francis,Alpha,3,2
David Williams,Danger,3,3
Alice Francis,Bravo,1,2
Robert Davis,Danger,2,2
John Johnson,Danger,3,1
David Johnson,Chali,2,3
David Smith,Chali,3,3
Blue Smith,Chali,3,1
David Smith,Danger,1,2
David Francis,Bravo,1,2
David Garcia,Alpha,1,1
David Johnson,Alpha,2,1
Alice Davis,Alpha,2,2
Robert Williams,Bravo,3,3
Alice Brown,Chali,2,1
Blue Davis,Alpha,1,3
Patricia Brown,Chali,3,1
Robert Rodriguez,Alpha,2,2
Mary Francis,Danger,2,3
John Rodriguez,Chali,1,1
Michael Jones,Alpha,3,3
Robert Williams,Bravo,1,1
Robert Rodriguez,Bravo,1,3
Patricia Jones,Bravo,2,3
John Brown,Bravo,1,1
John Johnson,Danger,2,3
James Rodriguez,Alpha,2,1
Patricia Johnson,Chali,2,2
Alice Williams,Bravo,1,3
Robert Smith,Alpha,3,3
Robert Smith,Alpha,1,1
Mary Johnson,Danger,3,1
Alice Williams,Chali,3,3
David Brown,Bravo,2,1
Linda Johnson,Danger,3,1
Patricia Rodriguez,Bravo,1,2
Michael Jones,Alpha,3,1
Michael Rodriguez,Bravo,3,1
John Rodriguez,Danger,1,3
Blue Rodriguez,Danger,3,1
Patricia Garcia,Alpha,3,3
John Davis,Danger,1,3
Patricia Jones,Chali,1,1
Linda Johnson,Danger,1,2
Robert Johnson,Chali,3,1
Michael Francis,Chali,2,3
David Jones,Alpha,1,3
Michael Brown,Bravo,1,2
David Williams,Chali,2,1
Linda Williams,Bravo,2,2
Patricia Jones,Danger,3,1
Alice Johnson,Chali,2,1
Blue Brown,Bravo,3,3
Linda Rodriguez,Alpha,2,1
Linda Smith,Alpha,3,1
Alice Miller,Alpha,2,1
Robert Rodriguez,Alpha,3,1
James Brown,Danger,1,3
Patricia Garcia,Alpha,2,3
John Miller,Danger,1,2
Linda Davis,Alpha,2,3
David Jones,Chali,3,3
Michael Rodriguez,Chali,3,1
Alice Smith,Chali,3,3
Robert Miller,Danger,1,1
Linda Davis,Danger,2,1
Patricia Jones,Bravo,2,2
David Francis,Alpha,1,1
John Garcia,Bravo,1,3
Michael Francis,Danger,3,3
Alice Francis,Chali,1,2
Michael Jones,Chali,1,3
James Smith,Danger,3,3
James Miller,Chali,2,1
Michael Brown,Danger,1,2
Mary Brown,Alpha,3,1
Robert Brown,Danger,2,1
Alice Garcia,Chali,2,3
Michael Davis,Bravo,2,3
Mary Williams,Alpha,3,2
Alice Miller,Bravo,1,2
Patricia Garcia,Chali,2,1
John Miller,Bravo,3,1
Michael Johnson,Alpha,3,3
Linda Smith,Bravo,3,1
Patricia Smith,Alpha,1,1
David Jones,Alpha,3,1
Mary Davis,Chali,3,2
Alice Davis,Alpha,1,1
Blue Garcia,Bravo,2,1
Michael Davis,Chali,2,2
Patricia Brown,Alpha,1,1
John Williams,Danger,2,1
Blue Miller,Alpha,2,1
Linda Brown,Chali,3,1
Linda Jones,Chali,2,1
Linda Miller,Bravo,2,3
Linda Rodriguez,Bravo,1,2
Michael Johnson,Bravo,1,2
Alice Francis,Bravo,1,3
Patricia Johnson,Bravo,1,2
Mary Davis,Bravo,2,2
James Davis,Danger,1,2
Mary Garcia,Alpha,1,1
John Rodriguez,Danger,2,2
David Francis,Chali,1,2
James Williams,Bravo,1,2
Blue Garcia,Chali,3,1
John Francis,Danger,3,3
David Jones,Danger,3,1
Patricia Williams,Chali,1,1
John Williams,Bravo,3,3
Robert Francis,Alpha,1,2
Robert Jones,Danger,3,3
Patricia Brown,Bravo,3,2
Michael Francis,Bravo,2,2
Robert Davis,Alpha,1,3
Michael Williams,Chali,1,3
Mary Smith,Alpha,2,2
Mary Garcia,Danger,1,1
Alice Smith,Chali,3,3
Linda Davis,Chali,3,2
David Brown,Alpha,3,2
David Miller,Bravo,2,3
Linda Francis,Alpha,2,2
Alice Brown,Chali,1,3
Alice Garcia,Chali,1,2
John Williams,Alpha,2,3
James Johnson,Bravo,2,3
Blue Miller,Alpha,2,2
Michael Davis,Chali,3,2
Blue Johnson,Bravo,3,1
Alice Jones,Chali,3,1
Mary Jones,Danger,2,1
David Garcia,Chali,3,2
Michael Davis,Alpha,3,2
Robert Brown,Danger,3,1
Blue Francis,Bravo,1,2
John Williams,Danger,1,3
Robert Brown,Alpha,1,3
Patricia Williams,Chali,1,2
James Miller,Alpha,3,2
Michael Williams,Alpha,3,2
David Brown,Danger,2,2
John Jones,Chali,2,1
John Smith,Bravo,1,2
James Williams,Chali,1,3
James Garcia,Alpha,2,2
Linda Miller,Danger,2,1
Alice Rodriguez,Chali,2,1
James Williams,Danger,3,1
Mary Davis,Chali,1,3
Linda Williams,Danger,3,1
Michael Jones,Alpha,2,2
David Garcia,Danger,1,1
Robert Williams,Bravo,1,1
Patricia Francis,Alpha,1,3
Blue Smith,Bravo,3,2
David Miller,Bravo,1,1
James Jones,Danger,2,2
Alice Brown,Bravo,1,1
Alice Miller,Chali,3,3
John Garcia,Danger,1,1
James Brown,Danger,1,3
Blue Francis,Bravo,2,3
Linda Smith,Bravo,2,2
Michael Williams,Alpha,3,3
Linda Rodriguez,Chali,1,3
Michael Davis,Bravo,2,2
Mary Francis,Chali,2,2
John Williams,Chali,3,2
David Jones,Alpha,2,1
James Johnson,Chali,1,2
Patricia Rodriguez,Alpha,3,2
Alice Johnson,Bravo,2,1
Alice Williams,Chali,3,1
Patricia Smith,Alpha,2,2
Patricia Smith,Alpha,3,3
Linda Williams,Danger,3,3
Robert Davis,Danger,3,3
Michael Smith,Alpha,2,3
Blue Brown,Alpha,1,1
John Williams,Bravo,1,1
Blue Williams,Alpha,1,3
James Williams,Chali,3,2
Patricia Williams,Chali,1,2
David Miller,Alpha,3,1
James Rodriguez,Danger,1,3
Robert Garcia,Chali,3,1
Patricia Brown,Alpha,3,2
David Garcia,Chali,2,2
David Garcia,Danger,3,2
David Francis,Chali,2,1
Alice Brown,Alpha,2,3
Robert Rodriguez,Alpha,1,1
Patricia Garcia,Chali,3,2
John Brown,Danger,1,1
Blue Davis,Danger,1,3
James Jones,Danger,1,2
Mary Williams,Alpha,2,3
John Francis,Danger,1,2
Robert Miller,Chali,2,2
Robert Jones,Chali,2,3
Robert Brown,Chali,2,2
Linda Brown,Alpha,3,2
James Williams,Bravo,2,1
Alice Smith,Chali,2,3
Patricia Smith,Bravo,2,3
Robert Johnson,Bravo,1,1
Alice Miller,Chali,3,1
Alice Jones,Danger,3,1
Linda Garcia,Chali,3,1
Mary Garcia,Alpha,1,1
David Smith,Chali,2,3
David Jones,Danger,1,2
David Francis,Alpha,2,3
Robert Miller,Danger,3,2
Mary Francis,Bravo,2,1
Blue Johnson,Alpha,1,2
Patricia Rodriguez,Chali,3,2
Robert Jones,Chali,3,2
David Rodriguez,Alpha,2,2
Mary Davis,Chali,1,2
John Garcia,Bravo,2,1
John Williams,Danger,3,3
Patricia Garcia,Alpha,1,3
David Davis,Chali,2,1
Linda Francis,Alpha,1,1
David Rodriguez,Bravo,2,3
James Brown,Bravo,3,1
Robert Davis,Danger,3,3
David Rodriguez,Alpha,1,3
Alice Williams,Chali,1,2
Mary Johnson,Bravo,1,1
Blue Jones,Danger,3,3
James Rodriguez,Danger,3,2
John Davis,Bravo,2,2
Mary Francis,Danger,1,3
Robert Jones,Bravo,2,2
James Francis,Alpha,1,3
Robert Davis,Chali,2,2
Patricia Jones,Danger,2,1
David Johnson,Bravo,1,3
Mary Garcia,Chali,1,3
Patricia Rodriguez,Danger,3,2
Blue Francis,Bravo,1,1
John Francis,Bravo,2,1
Linda Rodriguez,Alpha,3,2
Blue Smith,Bravo,3,1
Robert Smith,Alpha,3,3
David Rodriguez,Danger,3,2
Michael Johnson,Danger,2,1
Michael Davis,Chali,2,1
Linda Williams,Danger,1,1
James Garcia,Danger,3,3
Robert Rodriguez,Chali,2,3
Mary Rodriguez,Bravo,3,2
Linda Brown,Alpha,3,2
Robert Williams,Chali,1,2
Robert Johnson,Danger,1,1
David Davis,Danger,2,1
Linda Garcia,Chali,2,3
Blue Francis,Chali,3,1
Patricia Williams,Bravo,2,1
Linda Rodriguez,Alpha,2,2
James Jones,Chali,2,1
James Brown,Alpha,3,2
John Brown,Danger,2,1
Robert Rodriguez,Chali,2,1
David Williams,Chali,3,2
Alice Rodriguez,Danger,1,2
James Johnson,Chali,1,1
Mary Miller,Chali,2,3
Blue Miller,Danger,2,1
Linda Garcia,Danger,3,3
James Jones,Danger,3,1
Mary Rodriguez,Chali,2,2
Linda Johnson,Alpha,2,3
Linda Miller,Chali,3,3
Alice Rodriguez,Danger,2,1
John Jones,Alpha,2,3
Mary Francis,Alpha,1,1
Linda Francis,Danger,1,2
Alice Garcia,Danger,2,2
Patricia Brown,Bravo,1,3
Patricia Rodriguez,Alpha,3,2
David Francis,Danger,2,2
Blue Smith,Chali,2,3
Blue Brown,Alpha,1,1
